nome_pais,year,Country Name,Country Code,Adjusted net national income per capita (constant 2010 US$),Agricultural land (% of land area),Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, forestry, and fishing, value added (annual % growth)",Cereal production (metric tons),Crop production index (2004-2006 = 100),Fertilizer consumption (% of fertilizer production),Food exports (% of merchandise exports),Food imports (% of merchandise imports),Food production index (2004-2006 = 100),"NA",Area,Year,Gross per capita Production Index Number (2004-2006 = 100)_Agriculture (PIN),"Gross per capita Production Index Number (2004-2006 = 100)_Cereals,Total",Gross per capita Production Index Number (2004-2006 = 100)_Crops (PIN),Gross per capita Production Index Number (2004-2006 = 100)_Food (PIN),Gross per capita Production Index Number (2004-2006 = 100)_Livestock (PIN),Gross per capita Production Index Number (2004-2006 = 100)_Non Food (PIN),Gross Production Index Number (2004-2006 = 100)_Agriculture (PIN),"Gross Production Index Number (2004-2006 = 100)_Cereals,Total",Gross Production Index Number (2004-2006 = 100)_Crops (PIN),Gross Production Index Number (2004-2006 = 100)_Food (PIN),Gross Production Index Number (2004-2006 = 100)_Livestock (PIN),Gross Production Index Number (2004-2006 = 100)_Non Food (PIN),Net per capita Production Index Number (2004-2006 = 100)_Agriculture (PIN),"Net per capita Production Index Number (2004-2006 = 100)_Cereals,Total",Net per capita Production Index Number (2004-2006 = 100)_Crops (PIN),Net per capita Production Index Number (2004-2006 = 100)_Food (PIN),Net per capita Production Index Number (2004-2006 = 100)_Livestock (PIN),Net per capita Production Index Number (2004-2006 = 100)_Non Food (PIN),Net Production Index Number (2004-2006 = 100)_Agriculture (PIN),"Net Production Index Number (2004-2006 = 100)_Cereals,Total",Net Production Index Number (2004-2006 = 100)_Crops (PIN),Net Production Index Number (2004-2006 = 100)_Food (PIN),Net Production Index Number (2004-2006 = 100)_Livestock (PIN),Net Production Index Number (2004-2006 = 100)_Non Food (PIN),GeoAreaCode,GeoAreaName,undernourishment
argentina,2010,Argentina,ARG,8810.359212546256,53.89028351768012,1.2255036279210791,1.0840335366772142,39.52397781733828,40266747,118.64,343.5883937909968,51.13923653477161,2.620178607404445,112.66,NA,Argentina,2010,106.65,103.32,112.69,106.55,96.58,111.74,112.27,108.83,118.63,112.17,101.68,117.66,107.1,103.38,112.69,107.01,96.49,111.77,112.76,108.91,118.64,112.66,101.59,117.68,32,Argentina,4
argentina,2011,Argentina,ARG,9573.252199576367,54.18260745645287,1.283908777299857,1.0304147311754381,-2.42848319291825,50670016,127.17,303.3895539853279,53.63657687908566,2.3955983117779858,117.48,NA,Argentina,2011,110.75,130.44,119.46,110.44,96.23,126.84,117.82,138.85,127.08,117.49,102.38,134.96,110.75,130.98,119.54,110.43,96.12,126.87,117.82,139.42,127.17,117.48,102.26,134.99,32,Argentina,3.9
argentina,2012,Argentina,ARG,9399.50533347834,54.53814644698522,0.9519071228861935,1.0294921704325144,-12.87515309332754,47449657,111.03,253.0057898297337,53.663430990532035,2.489189351971803,108.03,NA,Argentina,2012,100.14,120.07,103.43,100.17,94.66,98.86,107.66,129.16,111.19,107.68,101.77,106.3,100.46,120.69,103.28,100.49,94.53,98.88,108,129.83,111.03,108.03,101.63,106.31,32,Argentina,3.7
argentina,2013,Argentina,ARG,9477.491534036679,54.51804917619461,0.9270648870597624,0.8650390765879213,11.476619617665108,50703913,123.67,190.61413331024116,55.73899051963873,2.2808248300171696,118.14,NA,Argentina,2013,108.73,124.82,113.8,109.11,100.29,88.87,118.13,135.68,123.63,118.54,108.95,96.56,108.36,125.44,113.84,108.74,100.17,88.88,117.72,136.35,123.67,118.14,108.83,96.58,32,Argentina,3.5
argentina,2014,Argentina,ARG,9050.806638116052,54.33571211938509,1.0745651609974414,0.8886371444862805,3.104253191467805,50920745,132.86,212.7162521292635,55.81086857705444,2.422318975554856,121.22,NA,Argentina,2014,112.52,137.97,120.86,112.44,98.62,117.02,123.51,151.54,132.66,123.42,108.26,128.47,110.56,138.94,121.04,110.43,98.5,117.05,121.36,152.6,132.86,121.22,108.13,128.5,32,Argentina,3.4
argentina,2015,Argentina,ARG,9308.960474746666,54.33571211938509,1.0259904083221052,0.929643833918731,7.541961722153829,55980217,143.54,185.58144408142644,62.38939694361576,2.6553768298317624,129.02,NA,Argentina,2015,117.99,134.46,129.12,118.09,99.45,112.94,130.83,149.18,143.16,130.93,110.27,125.25,116.29,135.36,129.46,116.36,99.34,112.97,128.95,150.18,143.54,129.02,110.15,125.28,32,Argentina,3.6
argentina,2016,Argentina,ARG,8965.989283953913,54.33571211938509,1.100460659612428,0.8791292706994189,-4.716943352512715,61147552,145.49,256.6376437192727,65.21436391985999,3.6424398224752386,129.11,NA,Argentina,2016,116.85,161.3,129.56,117.01,95.67,108.58,130.85,180.72,145.08,131.03,107.13,121.6,115.17,162.88,129.94,115.3,95.55,108.6,128.97,182.5,145.49,129.11,107,121.63,32,Argentina,3.8
barbados,2000,Barbados,BRB,NA,41.86046511627907,0.15745658202196075,2.3125353318793263,3.728813559322049,300,128.67,NA,37.16319320055138,15.422199955286622,102.58,NA,Barbados,2000,103.87,117.19,130.64,103.87,86.63,NA,102.28,115.38,128.64,102.28,85.3,NA,104.17,117.42,130.67,104.17,86.75,NA,102.58,115.61,128.67,102.58,85.42,NA,52,Barbados,5.4
barbados,2001,Barbados,BRB,NA,41.86046511627907,0.19765433851996125,2.276763007023547,-9.477124183006538,250,107.22,NA,41.808483122882855,17.15049091244288,95.39,NA,Barbados,2001,96.44,97.36,108.55,96.44,88.64,NA,95.26,96.15,107.22,95.26,87.55,NA,96.57,97.51,108.55,96.57,88.7,NA,95.39,96.31,107.22,95.39,87.61,NA,52,Barbados,5.8
barbados,2002,Barbados,BRB,NA,39.53488372093023,0.5421509101619904,2.5907363376727806,-4.151624548736464,218,106.34,NA,42.561628388591934,18.86882299056446,92.37,NA,Barbados,2002,93.13,84.65,107.36,93.13,83.96,NA,92.25,83.85,106.35,92.25,83.17,NA,93.25,84.46,107.34,93.25,83.95,NA,92.37,83.66,106.34,92.37,83.16,NA,52,Barbados,6.3
barbados,2003,Barbados,BRB,NA,39.53488372093023,0.6563121931767864,1.9442996774389196,-3.9548022598870034,263,104.33,NA,37.71371260691333,17.042625714348922,96.07,NA,Barbados,2003,96.56,101.83,105.07,96.56,91.08,NA,95.93,101.15,104.38,95.93,90.48,NA,96.7,101.91,105.01,96.7,91.26,NA,96.07,101.24,104.33,96.07,90.66,NA,52,Barbados,6.3
barbados,2004,Barbados,BRB,NA,37.2093023255814,0.2560860909624391,2.2411409689629838,-7.254901960784309,250,95.51,NA,41.950194095070934,20.097909891773156,96.52,NA,Barbados,2004,96.89,96.5,95.83,96.89,97.57,NA,96.55,96.15,95.5,96.55,97.23,NA,96.85,96.51,95.85,96.85,97.52,NA,96.52,96.17,95.51,96.52,97.18,NA,52,Barbados,6.3
barbados,2005,Barbados,BRB,NA,37.2093023255814,0.20505731419606213,1.882191184561401,8.033826638477805,260,109.54,NA,38.62384549873902,15.098875089083888,105.8,NA,Barbados,2005,105.79,100.02,109.56,105.79,103.36,NA,105.78,100,109.55,105.78,103.34,NA,105.82,100.02,109.55,105.82,103.35,NA,105.8,100,109.54,105.8,103.33,NA,52,Barbados,5.9
barbados,2006,Barbados,BRB,NA,37.2093023255814,1.0092472551944418,2.0401138651741753,-5.675146771037191,270,94.95,NA,30.34724484064916,15.324693806570163,97.68,NA,Barbados,2006,97.32,103.48,94.6,97.32,99.07,NA,97.67,103.85,94.95,97.67,99.42,NA,97.33,103.47,94.61,97.33,99.13,NA,97.68,103.83,94.95,97.68,99.49,NA,52,Barbados,5.6
barbados,2007,Barbados,BRB,NA,37.2093023255814,0.33457386321335936,2.635706698414544,2.2821576763485325,280,96,NA,30.284553848888336,20.364183736779655,101.26,NA,Barbados,2007,100.54,106.88,95.24,100.54,103.95,NA,101.31,107.69,95.97,101.31,104.75,NA,100.48,107.03,95.27,100.48,103.91,NA,101.26,107.84,96,101.26,104.71,NA,52,Barbados,5.3
barbados,2008,Barbados,BRB,NA,37.2093023255814,0.17802004564610707,1.7399180114802733,0,268,82.88,NA,38.570653665893815,18.95353850108832,94.37,NA,Barbados,2008,93.29,102.25,81.9,93.29,100.63,NA,94.4,103.46,82.88,94.4,101.83,NA,93.26,101.96,81.9,93.26,100.72,NA,94.37,103.17,82.88,94.37,101.92,NA,52,Barbados,5.1
barbados,2009,Barbados,BRB,NA,37.2093023255814,0.18738903043270255,1.948786349921295,2.8397565922921046,263,92.82,NA,38.71774864053692,20.63469418911884,99.09,NA,Barbados,2009,97.41,99.36,91.35,97.41,101.32,NA,98.98,100.96,92.82,98.98,102.95,NA,97.51,99.49,91.35,97.51,101.54,NA,99.09,101.09,92.82,99.09,103.18,NA,52,Barbados,5
barbados,2010,Barbados,BRB,13912.736568716518,34.883720930232556,0.4506388587762902,1.7731826026254158,-6.11439842209073,260,74.58,NA,32.870156513473106,24.91050846257743,91.25,NA,Barbados,2010,89.41,97.71,73.14,89.41,99.88,NA,91.21,99.67,74.62,91.21,101.9,NA,89.45,97.82,73.1,89.45,100.19,NA,91.25,99.78,74.58,91.25,102.21,NA,52,Barbados,5
barbados,2011,Barbados,BRB,NA,32.55813953488372,0.27416709280308804,1.2542330320687234,-6.30252100840336,269,79.82,NA,31.504888526369456,18.586164374203438,93.83,NA,Barbados,2011,91.5,100.88,77.99,91.5,100.21,NA,93.69,103.29,79.86,93.69,102.61,NA,91.64,100.92,77.96,91.64,100.62,NA,93.83,103.33,79.82,93.83,103.03,NA,52,Barbados,4.9
barbados,2012,Barbados,BRB,NA,30.23255813953488,0.4239074715418098,1.0959909583472551,2.6905829596412616,320,75.45,NA,31.45309951201678,19.00091309330088,94.9,NA,Barbados,2012,92.13,119.79,73.46,92.13,104.15,NA,94.66,123.08,75.48,94.66,107.01,NA,92.36,119.83,73.43,92.36,104.83,NA,94.9,123.11,75.45,94.9,107.71,NA,52,Barbados,4.7
barbados,2013,Barbados,BRB,NA,29.069767441860467,0.43901648396678944,1.1232914718982279,2.838427947598248,340,61.45,NA,35.39007723448241,19.62094429608068,89.32,NA,Barbados,2013,86.47,126.86,59.67,86.47,103.74,NA,89.14,130.77,61.51,89.14,106.94,NA,86.65,128,59.61,86.65,104.47,NA,89.32,131.95,61.45,89.32,107.7,NA,52,Barbados,4.4
barbados,2014,Barbados,BRB,NA,27.906976744186046,0.32340443366415816,1.1206489889953744,-3.8216560509554114,81,59.03,NA,33.442773431769,19.741745079482794,87.32,NA,Barbados,2014,84.23,30.13,57.14,84.23,101.69,NA,87.11,31.15,59.09,87.11,105.15,NA,84.44,30.14,57.08,84.44,102.37,NA,87.32,31.17,59.03,87.32,105.86,NA,52,Barbados,4
barbados,2015,Barbados,BRB,NA,25.581395348837212,0.5815013598164203,1.0738679961805389,-3.0905077262693226,122,52.28,NA,33.811512245595154,21.489348471690178,84.84,NA,Barbados,2015,81.65,45.25,50.47,81.65,101.73,NA,84.68,46.92,52.35,84.68,105.5,NA,81.81,45.44,50.4,81.81,102.42,NA,84.84,47.12,52.28,84.84,106.22,NA,52,Barbados,3.8
barbados,2016,Barbados,BRB,NA,23.25581395348837,0.19169995135056744,1.136823479388363,-2.0501138952163984,96,45.71,NA,33.81258391564435,21.143434552748424,85.02,NA,Barbados,2016,81.58,35.35,44.03,81.58,105.77,NA,84.84,36.76,45.79,84.84,110,NA,81.75,35.42,43.95,81.75,106.57,NA,85.02,36.84,45.71,85.02,110.82,NA,52,Barbados,3.7
belize,2000,Belize,BLZ,3375.361922230207,6.53222270933801,1.4004119240341693,0.5969477825008781,11.529031995377537,47875,97.47,NA,87.25915930956877,13.996168292772829,90.74,NA,Belize,2000,105.16,90.7,111.69,105.12,73.77,147.81,91.82,79.19,97.51,91.79,64.46,130.26,103.96,90.35,111.64,103.92,73.77,147.81,90.77,78.89,97.47,90.74,64.46,130.26,84,Belize,5.8
belize,2001,Belize,BLZ,3360.2964934375495,6.53222270933801,0.8128706388929606,0.8003644564686271,-0.39387100293947697,57267,93.11,NA,34.58684844027317,13.732168426755495,88.86,NA,Belize,2001,100.44,105.85,103.51,100.36,85.72,198.98,90.43,95.28,93.17,90.35,77.23,180.79,98.79,105.44,103.44,98.71,85.45,198.98,88.94,94.92,93.11,88.86,76.98,180.79,84,Belize,5
belize,2002,Belize,BLZ,3466.8558457942318,6.6637439719421305,0.9186860373271306,0.4952556867135848,0.5422419089946118,56428,83.66,NA,21.523333996596634,11.427987131991772,84.8,NA,Belize,2002,93.27,100.48,90.45,93.19,106.84,191.81,86.35,93.01,83.72,86.27,98.98,179.21,91.69,100.25,90.38,91.6,106.65,191.81,84.88,92.8,83.66,84.8,98.8,179.21,84,Belize,4.7
belize,2003,Belize,BLZ,3444.423771132749,6.6637439719421305,1.210286526532457,0.42825186663844744,38.83196616393991,60036,87.41,NA,89.64092733496048,11.889393162443037,88.71,NA,Belize,2003,94.4,105.24,92.01,94.32,105.89,188.52,89.7,99.98,87.41,89.63,100.69,180.79,93.44,105.37,92,93.36,105.95,188.52,88.78,100.12,87.41,88.71,100.75,180.79,84,Belize,4.5
belize,2004,Belize,BLZ,3372.197598261932,6.6637439719421305,0.8519139855578416,0.43824801622693865,9.464783579733705,53937,98.49,NA,87.9602060973334,11.908037791598607,99.24,NA,Belize,2004,102.25,90.78,101.06,102.18,107.97,185.37,99.67,88.48,98.49,99.6,105.32,182.37,101.88,90.64,101.05,101.81,108.03,185.37,99.31,88.35,98.49,99.24,105.38,182.37,84,Belize,4.6
belize,2005,Belize,BLZ,3388.327535338757,6.6637439719421305,0.700274198780308,0.7993346459837729,3.10030844066587,71758,102,NA,87.29843339768433,16.134846750301815,101.45,NA,Belize,2005,101.27,122.34,101.98,101.32,97.85,42.23,101.29,122.34,101.98,101.33,97.94,42.63,101.39,122.79,101.99,101.44,97.81,42.23,101.4,122.79,102,101.45,97.89,42.63,84,Belize,4.6
belize,2006,Belize,BLZ,3325.643132464484,6.6637439719421305,0.291245989024517,0.6682881188835691,-6.458463715059665,53390,99.52,NA,73.79676253304558,12.184938522588597,99.31,NA,Belize,2006,96.49,86.88,96.96,96.5,94.18,72.39,99.05,89.18,99.52,99.07,96.75,75,96.73,86.57,96.96,96.75,94.17,72.39,99.29,88.86,99.52,99.31,96.73,75,84,Belize,4.9
belize,2007,Belize,BLZ,3191.3369324203004,6.6637439719421305,0.572480532812184,0.755958760877114,-20.655348284776082,70153,99.22,NA,65.63918975668476,13.00396357532025,97.79,NA,Belize,2007,93.34,114.08,94.19,93.38,89.24,33.41,98.34,120.18,99.22,98.39,94.08,35.53,92.77,114.28,94.18,92.82,89.14,33.41,97.74,120.39,99.22,97.79,93.98,35.53,84,Belize,5.3
belize,2008,Belize,BLZ,3011.426432043771,6.6637439719421305,0.7242105946413805,0.5971550501127705,9.886797104767282,59522,95.14,NA,57.28944903988835,12.721522979144154,93.73,NA,Belize,2008,87.5,90.83,88.06,87.52,84.81,65.13,94.59,98.18,95.18,94.61,91.74,71.05,86.69,90.51,88.02,86.71,84.7,65.13,93.71,97.83,95.14,93.73,91.62,71.05,84,Belize,5.5
belize,2009,Belize,BLZ,3173.938089857836,6.795265234546252,0.7242753186289692,0.7651062224575139,1.5124119709563075,87276,95.34,NA,69.88181421769805,14.855663384331407,93.93,NA,Belize,2009,85.95,133.21,86.08,85.97,85.33,66.01,95.27,147.63,95.4,95.28,94.64,73.84,84.74,133.31,86.03,84.75,85.25,66.01,93.91,147.74,95.34,93.93,94.56,73.84,84,Belize,5.6
belize,2010,Belize,BLZ,3022.698452012448,6.882946076282333,1.4463000881734551,0.8676885339791077,7.878975799454139,98489,97.37,NA,60.86101468924576,16.536138915268502,96.19,NA,Belize,2010,85.83,144.51,85.82,85.85,85.89,57.54,97.46,164.07,97.43,97.49,97.6,65.94,84.7,144.91,85.76,84.72,85.83,57.54,96.17,164.52,97.37,96.19,97.53,65.94,84,Belize,5.6
belize,2011,Belize,BLZ,3147.9272712355246,6.882946076282333,1.932493003320478,0.9048728967909597,-4.342986495797263,91768,87.05,NA,53.49673728251052,12.504917408270128,86.88,NA,Belize,2011,76.52,130.64,74.97,76.54,83.95,55.75,88.94,151.82,87.13,88.96,97.64,65.4,74.74,131.25,74.9,74.76,83.87,55.75,86.87,152.53,87.05,86.88,97.55,65.4,84,Belize,5.8
belize,2012,Belize,BLZ,3247.8199797300176,7.014467338886453,1.8212529260330301,0.7249479460409771,6.308149630452391,91627,106.74,NA,68.63365294911647,14.00204001328644,104.65,NA,Belize,2012,89.32,120.62,89.89,89.34,86.55,53.56,106.18,143.37,106.85,106.21,102.96,64.26,88,120.77,89.8,88.03,86.55,53.56,104.61,143.56,106.74,104.65,102.97,64.26,84,Belize,6.3
belize,2013,Belize,BLZ,3304.5392819087356,7.014467338886453,1.1340090525663518,0.9262010749823179,6.047035601222333,111934,98.44,NA,76.92203716665861,13.64444384195431,98.26,NA,Belize,2013,83.26,150.1,81.1,83.28,93.64,51.46,101.18,182.38,98.54,101.21,113.87,63.11,80.84,150.89,81.02,80.87,93.65,51.46,98.23,183.34,98.44,98.26,113.89,63.11,84,Belize,6.6
belize,2014,Belize,BLZ,3370.2070137416135,7.014467338886453,1.3160782959294486,1.343475517281117,2.41879231644846,94519,101.07,NA,63.913153164055124,22.65167752891134,101.37,NA,Belize,2014,83.29,122.22,81.48,83.31,91.96,49.45,103.42,151.74,101.16,103.45,114.26,61.97,81.61,122.64,81.41,81.64,91.97,49.45,101.33,152.26,101.07,101.37,114.29,61.97,84,Belize,6.7
belize,2015,Belize,BLZ,3721.6701064953313,7.014467338886453,2.019518175074148,1.2871813188607597,-11.214261542346875,80959,98.79,NA,70.36624550911871,20.76197239150606,99.55,NA,Belize,2015,80.24,101.42,77.97,80.27,91.2,47.51,101.79,128.63,98.89,101.83,115.77,60.83,78.46,101.56,77.89,78.48,91.24,47.51,99.52,128.82,98.79,99.55,115.82,60.83,84,Belize,6.6
belize,2016,Belize,BLZ,3602.7340557351913,7.014467338886453,2.1839835471296833,1.672552406333641,-22.79150688398704,91556,91.93,NA,71.13323287922108,21.022699213710464,94.19,NA,Belize,2016,74.49,114,71.05,74.51,90.99,45.65,96.51,147.68,92.05,96.53,117.96,59.69,72.68,114.35,70.97,72.7,91.05,45.65,94.16,148.14,91.93,94.19,118.05,59.69,84,Belize,6.5
bolivia,2000,Bolivia,BOL,1234.4040834137895,34.28690113541955,3.1497782259355476,1.61855832079439,3.475370231996294,1244322,85.03,NA,30.24828674458443,13.529863935322641,83.05,NA,Bolivia (Plurinational State of),2000,90.98,84.5,93.23,90.87,87.73,94.31,83.1,77.08,85.17,83,80.11,86.2,91.04,84.43,93.08,90.92,87.74,94.31,83.16,77.02,85.03,83.05,80.12,86.2,68,Bolivia (Plurinational State of),33.4
bolivia,2001,Bolivia,BOL,1246.6196246296852,34.298901504661686,2.6546146882204327,1.5979348317347357,3.460874911543783,1324781,87.94,NA,31.357020745547075,14.906354110565042,84.58,NA,Bolivia (Plurinational State of),2001,91.28,88.69,94.41,90.77,86.75,106.37,84.95,82.43,87.87,84.46,80.7,99.05,91.44,88.88,94.48,90.89,86.8,106.37,85.09,82.6,87.94,84.58,80.75,99.05,68,Bolivia (Plurinational State of),31.6
bolivia,2002,Bolivia,BOL,1269.4483433967391,34.44198283024093,2.4419330731640376,1.090388058279185,0.4473075479651385,1315565,91.52,NA,33.886358020852235,13.289867870204953,89.43,NA,Bolivia (Plurinational State of),2002,94.32,83.62,96.48,94.36,91.2,93.43,89.4,79.15,91.46,89.42,86.41,88.61,94.32,83.68,96.54,94.36,91.24,93.43,89.4,79.2,91.52,89.43,86.45,88.61,68,Bolivia (Plurinational State of),31.2
bolivia,2003,Bolivia,BOL,1280.5406572518207,33.82904089356595,2.112504061081265,1.489781215287395,8.712871946629946,1462502,97.87,NA,30.940386895104993,13.314656397837213,94.41,NA,Bolivia (Plurinational State of),2003,97.24,96.99,101.07,97.37,91.7,93.46,93.83,93.47,97.55,93.96,88.46,90.24,97.68,97.58,101.4,97.84,91.77,93.46,94.26,94.04,97.87,94.41,88.52,90.24,68,Bolivia (Plurinational State of),31.4
bolivia,2004,Bolivia,BOL,1305.68301048314,33.801347733776424,1.9129881641051758,1.7859219551493315,0.24781394291809988,1255985,94.73,NA,27.365104726573485,11.563141144628563,93.75,NA,Bolivia (Plurinational State of),2004,95.34,81.11,96.5,95.14,93.66,101.14,93.64,79.56,94.8,93.44,91.96,99.4,95.65,80.98,96.43,95.45,93.72,101.14,93.95,79.43,94.73,93.75,92.02,99.4,68,Bolivia (Plurinational State of),31.4
bolivia,2005,Bolivia,BOL,1298.480941833697,34.11981907135604,1.795891372353772,1.4440759819973215,4.98283787031238,1659795,101.32,NA,20.811797991173844,10.266762648460583,99.79,NA,Bolivia (Plurinational State of),2005,99.86,105.98,101.29,99.85,97.79,100.2,99.8,105.78,101.25,99.79,97.7,100.21,99.85,106.46,101.36,99.84,97.72,100.2,99.8,106.26,101.32,99.79,97.64,100.21,68,Bolivia (Plurinational State of),30.3
bolivia,2006,Bolivia,BOL,1340.7331382583309,34.258284870303704,1.6394202853484703,1.3346027466540482,4.259468219448664,1865967,103.95,NA,14.660852857833664,9.326438449052823,106.46,NA,Bolivia (Plurinational State of),2006,104.8,112.92,102.22,105.01,108.56,98.67,106.56,114.66,103.95,106.77,110.34,100.39,104.49,112.57,102.21,104.71,108.56,98.67,106.25,114.3,103.95,106.46,110.35,100.39,68,Bolivia (Plurinational State of),28.7
